Voyage ID,Vessel name,Voyage itinerary imputed port where began (ptdepimp) place,Voyage itinerary imputed principal place of slave purchase (mjbyptimp) ,Total embarked,Total disembarked,Year of arrival at port of disembarkation,Percent men,Percent women,Percent children,Slaves died during middle passage,Mortality rate,Slaves outcome label
82482,Mars,Liverpool,"Windward Coast, port unspecified",202,185,1781,0.35676,0.19459,0.44865,,,Slaves disembarked in Americas
82483,Mars,Liverpool,Cameroons,233,213,1789,,,,,,Slaves disembarked in Americas
82484,Mars,Liverpool,Calabar,279,218,1791,0.51376,0.33028,0.15596,,,Slaves disembarked in Americas
82485,Mars,Liverpool,"Bight of Biafra and Gulf of Guinea Islands, port unspecified",296,232,1792,0.46983,0.34052,0.18966,64,0.22,Slaves disembarked in Americas
82486,Mars,Liverpool,"Africa., port unspecified",359,328,1793,,,,,,Slaves disembarked in Americas
82487,Mars,Liverpool,Loango,292,266,1795,0.5303,0.30303,0.16667,,,Slaves disembarked in Americas
82490,Martha,Liverpool,Sierra Leone estuary,245,227,1789,0.4978,0.2511,0.2511,,,Slaves disembarked in Americas
82491,Martha,Liverpool,"Africa., port unspecified",216,200,1790,,,,,,Slaves disembarked in Americas
82492,Martha,Liverpool,"Bight of Biafra and Gulf of Guinea Islands, port unspecified",261,242,1791,,,,,,Slaves disembarked in Americas
82493,Martha,Liverpool,"Bight of Biafra and Gulf of Guinea Islands, port unspecified",273,261,1792,,,,12,0.04,Slaves disembarked in Americas
82494,Martha,Liverpool,"West Central Africa and St. Helena, port unspecified",359,328,1795,,,,,,Slaves disembarked in Americas
82495,Martha,Liverpool,"West Central Africa and St. Helena, port unspecified",395,362,1797,,,,,,Slaves disembarked in Americas
82496,Martha,Liverpool,Bonny,405,371,1798,,,,,,Slaves disembarked in Americas
82497,Martha,Liverpool,New Calabar,361,331,1799,,,,,,Slaves disembarked in Americas
82498,Martha,Liverpool,"West Central Africa and St. Helena, port unspecified",280,252,1801,,,,,,Slaves disembarked in Americas
82499,Martha,Liverpool,"Africa., port unspecified",277,249,1802,,,,,,Slaves disembarked in Americas
82500,Martha,Liverpool,"Bight of Biafra and Gulf of Guinea Islands, port unspecified",235,211,1803,,,,,,Slaves disembarked in Americas
82509,Mary,Liverpool,"Africa., port unspecified",210,195,1796,,,,,,Slaves disembarked in Americas
82512,Mary,Liverpool,"Lagos, Onim",155,144,1786,,,,,,Slaves disembarked in Americas
82513,Mary,Liverpool,"Lagos, Onim",210,195,1788,,,,,,Slaves disembarked in Americas
82514,Mary,Liverpool,Benin,125,121,1789,0.57025,0.33884,0.09091,4,0.03,Slaves disembarked in Americas
82515,Mary,Liverpool,Porto Novo,218,202,1790,,,,,,Slaves disembarked in Americas
82516,Mary,Liverpool,"Bight of Benin, port unspecified",224,209,1792,0.60194,0.29612,0.10194,15,0.07,Slaves disembarked in Americas
82517,Mary,Liverpool,"Africa., port unspecified",210,195,1792,,,,,,Slaves disembarked in Americas
82518,Mary,Liverpool,"Bight of Benin, port unspecified",227,225,1795,0.57778,0.38222,0.04,2,0.01,Slaves disembarked in Americas
82519,Mary,Liverpool,"Bight of Benin, port unspecified",238,228,1796,0.60965,0.36842,0.02193,10,0.04,Slaves disembarked in Americas
82520,Mary,Liverpool,Porto Novo,210,195,1797,,,,,,Slaves disembarked in Americas
82521,Mary,Liverpool,,,,1798,,,,,,No slaves embarked
82522,Mary,Liverpool,"Africa., port unspecified",85,79,1788,,,,,,Slaves disembarked in Americas
82523,Mary,Liverpool,"Africa., port unspecified",169,157,1790,,,,,,Slaves disembarked in Americas
82524,Mary,Liverpool,Congo River,135,127,1791,0.51269,0.22335,0.26396,8,0.06,Slaves disembarked in Americas
82525,Mary,Liverpool,"West Central Africa and St. Helena, port unspecified",295,274,1793,,,,,,Slaves disembarked in Americas
82526,Mary,Liverpool,"Bight of Benin, port unspecified",197,188,1791,0.51596,0.34574,0.1383,,,Slaves disembarked in Americas
82527,Mary,Liverpool,"West Central Africa and St. Helena, port unspecified",192,189,1793,,,,3,0.02,Slaves disembarked in Americas
82528,Mary,Liverpool,"West Central Africa and St. Helena, port unspecified",195,194,1795,0.58763,0.26289,0.14948,1,0.01,Slaves disembarked in Americas
82537,Mary,Liverpool,,,,1791,,,,,,No slaves embarked
82538,Mary,Liverpool,Bonny,437,393,1806,,,,,,Slaves disembarked in Americas
82540,Mary,Liverpool,,,,1798,,,,,,No slaves embarked
82542,Mary,Liverpool,Iles de Los,326,299,1786,0.37584,0.22483,0.39933,,,Slaves disembarked in Americas
82543,Mary,Liverpool,Calabar,261,248,1787,,,,13,0.05,Slaves disembarked in Americas
82544,Mary,Liverpool,New Calabar,359,328,1788,,,,,,Slaves disembarked in Americas
82545,Mary,Liverpool,Calabar,197,180,1789,,,,,,Slaves disembarked in Americas
82546,Mary,Liverpool,New Calabar,287,263,1790,0.51711,0.27376,0.20913,,,Slaves disembarked in Americas
82547,Mary,Liverpool,"Bight of Biafra and Gulf of Guinea Islands, port unspecified",265,219,1791,0.3991,0.26457,0.33632,46,0.17,Slaves disembarked in Americas
82548,Mary,Liverpool,"Bight of Biafra and Gulf of Guinea Islands, port unspecified",281,225,1792,0.41778,0.29778,0.28444,56,0.2,Slaves disembarked in Americas
82549,Mary,Liverpool,"West Central Africa and St. Helena, port unspecified",299,274,1794,,,,,,Slaves disembarked in Americas
82550,Mary,Liverpool,Cape Mount (Cape Grand Mount),242,236,1796,0.47881,0.47458,0.04661,6,0.02,Slaves disembarked in Americas
82551,Mary,Liverpool,"Bight of Biafra and Gulf of Guinea Islands, port unspecified",267,238,1797,,,,,,Slaves disembarked in Americas
82552,Mary,Liverpool,"West Central Africa and St. Helena, port unspecified",198,181,1798,,,,,,Slaves disembarked in Americas
82553,Mary,Liverpool,"West Central Africa and St. Helena, port unspecified",300,275,1799,,,,,,Slaves disembarked in Americas
82554,Mary,Liverpool,"Africa., port unspecified",310,279,1801,,,,,,Slaves disembarked in Americas
82555,Mary,Liverpool,Gallinhas,224,201,1802,,,,,,Slaves disembarked in Americas
82557,Mary,Liverpool,Cape Mount (Cape Grand Mount),296,271,1789,0.48708,0.22509,0.28782,,,Slaves disembarked in Americas
82558,Mary,Liverpool,Bonny,441,404,1791,,,,,,Slaves disembarked in Americas
82559,Mary,Liverpool,Bonny,422,388,1792,0.43367,0.42857,0.13776,34,0.08,Slaves disembarked in Americas
82560,Mary,Liverpool,Bonny,441,417,1792,0.51319,0.41007,0.07674,,,Slaves disembarked in Americas
82561,Mary,Liverpool,Bonny,427,408,1795,0.53922,0.43137,0.02941,,,Slaves disembarked in Americas
82562,Mary,Liverpool,Bonny,431,395,1798,,,,,,Slaves disembarked in Americas
82563,Mary,Liverpool,"West Central Africa and St. Helena, port unspecified",443,406,1800,,,,,,Slaves disembarked in Americas
82564,Mary,Liverpool,Bonny,417,375,1802,,,,,,Slaves disembarked in Americas
82565,Mary,Liverpool,"Africa., port unspecified",324,291,1804,,,,,,Slaves disembarked in Americas
82566,Mary,Liverpool,Bonny,402,361,1802,,,,,,Slaves disembarked in Americas
82567,Mary,Liverpool,Bonny,414,372,1805,,,,,,Slaves disembarked in Americas
82568,Mary,Liverpool,"Lagos, Onim",310,279,1806,,,,,,Slaves disembarked in Americas
82569,Mary,Liverpool,Bonny,310,279,1807,,,,,,Slaves disembarked in Americas
82570,Mary,Liverpool,"West Central Africa and St. Helena, port unspecified",278,255,1799,,,,,,Slaves disembarked in Americas
82571,Mary,Liverpool,Windward Coast (Nunez - Assini),192,173,1802,,,,,,Slaves disembarked in Americas
82572,Mary,Liverpool,"West Central Africa and St. Helena, port unspecified",310,279,1803,,,,,,Slaves disembarked in Americas
82573,Mary,Liverpool,Congo North,310,279,1804,,,,,,Slaves disembarked in Americas
82577,Mary,Liverpool,"Bight of Benin, port unspecified",171,168,1793,0.58929,0.19048,0.22024,3,0.02,Slaves disembarked in Americas
82578,Mary,Liverpool,Whydah,240,220,1795,0.51598,0.38356,0.10046,,,Slaves disembarked in Americas
82579,Mary,Liverpool,Cameroons,266,244,1797,,,,,,Slaves disembarked in Americas
82588,Mary,Liverpool,"Bight of Biafra and Gulf of Guinea Islands, port unspecified",218,200,1786,,,,,,Slaves disembarked in Americas
82589,Mary,Liverpool,New Calabar,285,261,1787,,,,,,Slaves disembarked in Americas
82590,Mary,Liverpool,New Calabar,288,264,1787,,,,,,Slaves disembarked in Americas
82591,Mary,Liverpool,Cape Mount (Cape Grand Mount),215,197,1789,0.42132,0.23858,0.3401,,,Slaves disembarked in Americas
82592,Mary,Liverpool,Cape Mount (Cape Grand Mount),154,141,1790,,,,,,Slaves disembarked in Americas
82593,Mary,Liverpool,New Calabar,308,293,1791,,,,15,0.05,Slaves disembarked in Americas
82594,Mary,Liverpool,"Bight of Biafra and Gulf of Guinea Islands, port unspecified",297,259,1792,0.48276,0.32184,0.1954,38,0.13,Slaves disembarked in Americas
82595,Mary,Liverpool,,,,1794,,,,,,No slaves embarked
82606,Mary,Liverpool,"Bight of Biafra and Gulf of Guinea Islands, port unspecified",204,188,1799,,,,,,Slaves disembarked in Americas
82607,Mary,Liverpool,"Africa., port unspecified",182,168,1801,,,,,,Slaves disembarked in Americas
82608,Mary,Liverpool,"Africa., port unspecified",187,172,1802,,,,,,Slaves disembarked in Americas
82609,Mary,Liverpool,Cameroons,273,250,1803,,,,,,Slaves disembarked in Americas
82610,Mary,Liverpool,"Bight of Biafra and Gulf of Guinea Islands, port unspecified",189,173,1805,,,,,,Slaves disembarked in Americas
82611,Mary,Liverpool,Sierra Leone estuary,206,190,1806,,,,,,Slaves disembarked in Americas
82612,Mary,Liverpool,Gabon,200,184,1807,,,,,,Slaves disembarked in Americas
82613,Mary and Ann,Liverpool,Whydah,171,168,1793,0.5503,0.23669,0.21302,3,0.02,Slaves disembarked in Americas
82614,Mary and Ann,Liverpool,Congo River,171,169,1794,0.60947,0.31361,0.07692,2,0.01,Slaves disembarked in Americas
82615,Mary and Hannah,Liverpool,Calabar,224,205,1805,,,,,,Slaves disembarked in Americas
82616,Mary and Hannah,Liverpool,,,,1806,,,,,,No slaves embarked
82619,Mary Ann,Liverpool,New Calabar,406,372,1785,0.41351,0.42432,0.16216,,,Slaves disembarked in Americas
82620,Mary Ann,Liverpool,New Calabar,333,305,1786,,,,,,Slaves disembarked in Americas
82621,Mary Ann,Liverpool,Iles de Los,401,390,1787,0.36504,0.27763,0.35733,11,0.03,Slaves disembarked in Americas
82622,Mary Ann,Liverpool,"Gold Coast, port unspecified",359,328,1788,,,,,,Slaves disembarked in Americas
82623,Mary Ann,Liverpool,"Bight of Biafra and Gulf of Guinea Islands, port unspecified",146,134,1790,,,,,,Slaves disembarked in Americas
82624,Mary Ann,Liverpool,New Calabar,317,290,1791,,,,,,Slaves disembarked in Americas
82625,Mary Ann,Liverpool,"Bight of Biafra and Gulf of Guinea Islands, port unspecified",359,,1791,,,,,,Slaves embarked but not disembarked in Europe or America
82626,Mary Ann,Liverpool,Anomabu,230,221,1789,0.57014,0.28959,0.14027,9,0.04,Slaves disembarked in Americas
82627,Mary Ann,Liverpool,Cape Coast Castle,250,228,1790,,,,22,0.09,Slaves disembarked in Americas
82628,Mary Ann,Liverpool,Bonny,255,207,1791,,,,48,0.19,Slaves disembarked in Americas
82629,Mary Ann,Liverpool,New Calabar,238,230,1792,0.36087,0.37391,0.26522,,,Slaves disembarked in Americas
82630,Mary Ann,Liverpool,Congo River,328,325,1794,,,,3,0.01,Slaves disembarked in Americas
82631,Mary Ann,Liverpool,Congo River,317,287,1796,,,,30,0.09,Slaves disembarked in Americas
82632,Mary Ann,Liverpool,"Bight of Biafra and Gulf of Guinea Islands, port unspecified",330,293,1798,,,,37,0.11,Slaves disembarked in Americas
82633,Mary Ann,Liverpool,Bonny,281,257,1799,,,,,,Slaves disembarked in Americas
82634,Mary Ann,Liverpool,Calabar,218,196,1801,,,,,,Slaves disembarked in Americas
82635,Mary Ann,Liverpool,Windward Coast (Nunez - Assini),222,200,1807,,,,,,Slaves disembarked in Americas
82637,Mary Ann,Liverpool,"Africa., port unspecified",310,,1804,,,,,,Slaves embarked but not disembarked in Europe or America
82638,Mary Ann,Liverpool,Congo River,230,207,1808,,,,,,Slaves disembarked in Americas
82639,Mary Ann,Liverpool,"Gold Coast, port unspecified",331,298,1807,,,,,,Slaves disembarked in Americas
82640,Mary Ellen,Liverpool,Ambriz,302,292,1793,,,,10,0.03,Slaves disembarked in Americas
82641,Mary Ellen,Liverpool,Sierra Leone estuary,359,328,1795,,,,,,Slaves disembarked in Americas
82642,Mary Ellen,Liverpool,Cape Mount (Cape Grand Mount),277,275,1796,0.66545,0.25091,0.08364,2,0.01,Slaves disembarked in Americas
82643,Mary Ellen,Liverpool,Cape Coast Castle,308,308,1797,0.5974,0.30519,0.0974,0,0.0,Slaves disembarked in Americas
82644,Mary Ellen,Liverpool,Calabar,438,394,1802,,,,,,Slaves disembarked in Americas
82645,Mary Ellen,Liverpool,"Africa., port unspecified",440,396,1803,,,,,,Slaves disembarked in Americas
82646,Mary Ellen,Liverpool,Calabar,417,375,1804,,,,,,Slaves perished with ship
82657,Matty and Betty,Liverpool,Sierra Leone estuary,261,242,1785,0.23196,0.37629,0.39175,,,Slaves disembarked in Americas
82658,Matty and Betty,Liverpool,Sierra Leone estuary,319,296,1785,,,,,,Slaves disembarked in Americas
82659,Matty and Betty,Liverpool,Cape Mount (Cape Grand Mount),359,,1786,,,,,,Slaves embarked but not disembarked in Europe or America
82662,May,Liverpool,Windward Coast (Nunez - Assini),142,130,1785,,,,,,Slaves disembarked in Americas
82663,May,Liverpool,"Africa., port unspecified",359,328,1797,,,,,,Slaves disembarked in Americas
82664,May,Liverpool,Bonny,363,327,1798,,,,36,0.1,Slaves disembarked in Americas
82665,May,Liverpool,Bonny,366,335,1799,,,,,,Slaves disembarked in Americas
82666,May,Liverpool,Cape Mount (Cape Grand Mount),307,276,1801,,,,,,Slaves disembarked in Americas
82667,May,Liverpool,New Calabar,255,229,1802,,,,,,Slaves disembarked in Americas
82668,May,Liverpool,New Calabar,284,255,1802,,,,,,Slaves disembarked in Americas
82669,May,Liverpool,New Calabar,340,306,1804,,,,,,Slaves disembarked in Americas
82670,May,Liverpool,"Bight of Biafra and Gulf of Guinea Islands, port unspecified",324,291,1805,,,,,,Slaves disembarked in Americas
82671,May,Liverpool,Bonny,295,265,1806,,,,,,Slaves disembarked in Americas
82672,May,Liverpool,Bonny,276,248,1807,,,,,,Slaves disembarked in Americas
82687,Mentor,Liverpool,Bonny,733,671,1800,,,,,,Slaves disembarked in Americas
82688,Mercer,Liverpool,,,,1787,,,,,,No slaves embarked
82689,Mercury,Liverpool,Bance Island (Ben's Island),211,192,1793,,,,,,"Slaves embarked, transhipped or no further record"
82691,Mercury,Liverpool,"Africa., port unspecified",156,140,1802,,,,,,Slaves disembarked in Americas
82692,Mercury,Liverpool,Congo River,310,279,1804,,,,,,"Slaves embarked, transhipped or no further record"
82693,Mercury,Liverpool,Congo North,445,400,1806,,,,,,Slaves disembarked in Americas
82700,Mercury,Liverpool,Rio Nunez,493,452,1798,,,,,,Slaves disembarked in Americas
82701,Mercury,Liverpool,Rio Pongo,405,371,1799,,,,,,Slaves disembarked in Americas
82702,Mercury,Liverpool,Rio Pongo,266,239,1801,,,,,,Slaves disembarked in Americas
82703,Mercury,Liverpool,"Windward Coast, port unspecified",263,236,1802,,,,,,Slaves disembarked in Americas
82704,Mercury,Liverpool,"Africa., port unspecified",331,272,1804,,,,,,Slaves disembarked in Americas
82718,Mermaid,Liverpool,,,,1796,,,,,,No slaves embarked
82720,Mermaid,Liverpool,Calabar,359,328,1782,,,,,,Slaves disembarked in Americas
82721,Mermaid,Liverpool,Bonny,359,328,1783,,,,,,Slaves disembarked in Americas
82722,Mermaid,Liverpool,Bonny,510,467,1785,,,,,,Slaves disembarked in Americas
82723,Mermaid,Liverpool,Bonny,491,450,1786,,,,,,Slaves disembarked in Americas
82724,Mermaid,Liverpool,"West Central Africa and St. Helena, port unspecified",401,401,1794,,,,0,0.0,Slaves disembarked in Americas
82725,Mermaid,Liverpool,,,,1794,,,,,,No slaves embarked
82726,Mersey,Liverpool,,,,1797,,,,,,No slaves embarked
82727,Mersey,Liverpool,"West Central Africa and St. Helena, port unspecified",335,329,1796,0.44681,0.24316,0.31003,6,0.02,Slaves disembarked in Americas
82728,Mersey,Liverpool,Malembo,346,345,1797,0.59599,0.35244,0.05158,1,0.0,Slaves disembarked in Americas
82729,Mersey,Liverpool,"West Central Africa and St. Helena, port unspecified",343,314,1799,,,,,,Slaves disembarked in Americas
82730,Mersey,Liverpool,Bonny,359,328,1800,,,,,,Slaves disembarked in Americas
82731,Mersey,Liverpool,Cape Mount (Cape Grand Mount),241,217,1801,,,,,,Slaves disembarked in Americas
82732,Mersey,Liverpool,"Africa., port unspecified",246,221,1802,,,,,,Slaves disembarked in Americas
82733,Mersey,Liverpool,"Africa., port unspecified",242,218,1802,,,,,,Slaves disembarked in Americas
82734,Mersey,Liverpool,"Africa., port unspecified",220,198,1803,,,,,,Slaves disembarked in Americas
82735,Mersey,Liverpool,"Africa., port unspecified",222,200,1804,,,,,,Slaves disembarked in Americas
82736,Mersey,Liverpool,Bonny,356,320,1808,,,,,,Slaves disembarked in Americas
82737,Michael,Liverpool,"Africa., port unspecified",210,195,1781,,,,,,Slaves disembarked in Americas
82739,Minerva,Liverpool,"Bight of Benin, port unspecified",290,247,1795,,,,,,Slaves disembarked in Americas
82740,Minerva,Liverpool,Bonny,231,212,1803,,,,,,Slaves disembarked in Americas
82741,Minerva,Liverpool,"Africa., port unspecified",235,215,1804,,,,,,Slaves disembarked in Americas
82742,Minerva,Liverpool,Windward Coast (Nunez - Assini),235,215,1805,,,,,,Slaves disembarked in Americas
82743,Minerva,Liverpool,Sierra Leone estuary,216,198,1806,,,,,,Slaves disembarked in Americas
82744,Minerva,Liverpool,Sierra Leone estuary,329,301,1808,,,,,,Slaves disembarked in Americas
82747,Minerva,Liverpool,"Bight of Benin, port unspecified",256,254,1793,,,,2,0.01,Slaves disembarked in Americas
82748,Minerva,Liverpool,"West Central Africa and St. Helena, port unspecified",256,250,1794,0.592,0.364,0.044,6,0.02,Slaves disembarked in Americas
82749,Minerva,Liverpool,"Bight of Biafra and Gulf of Guinea Islands, port unspecified",273,250,1800,,,,,,Slaves disembarked in Americas
82758,Minerva,Liverpool,Cape Coast Castle,125,106,1804,,,,,,Slaves disembarked in Americas
82759,Minerva,Liverpool,"Africa., port unspecified",122,104,1805,,,,,,Slaves disembarked in Americas
82760,Minerva,Liverpool,Gabon,122,104,1807,,,,,,Slaves disembarked in Americas
82767,Molly,Liverpool,"Gold Coast, port unspecified",620,514,1780,,,,106,0.17,Slaves disembarked in Americas
82768,Molly,Liverpool,Anomabu,670,629,1782,,,,41,0.06,Slaves disembarked in Americas
82769,Molly,Liverpool,"Gold Coast, port unspecified",550,522,1784,,,,28,0.05,Slaves disembarked in Americas
82770,Molly,Liverpool,Anomabu,570,540,1785,,,,30,0.05,Slaves disembarked in Americas
82771,Molly,Liverpool,Cameroons,349,320,1788,,,,,,Slaves disembarked in Americas
82772,Molly,Liverpool,Cape Coast Castle,410,407,1789,0.60488,0.32195,0.07317,3,0.01,Slaves disembarked in Americas
82773,Molly,Liverpool,Cape Coast Castle,332,304,1791,0.61513,0.31579,0.06908,,,Slaves disembarked in Americas
82774,Molly,Liverpool,"Gold Coast, port unspecified",390,387,1793,0.63049,0.28424,0.08527,3,0.01,Slaves disembarked in Americas
82775,Molly,Liverpool,"West Central Africa and St. Helena, port unspecified",426,417,1794,0.57074,0.25899,0.17026,9,0.02,Slaves disembarked in Americas
82776,Molly,Liverpool,"West Central Africa and St. Helena, port unspecified",459,420,1797,0.52506,0.39141,0.08353,,,Slaves disembarked in Americas
